SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Mon Apr 12 12:16:43 CEST 2021
Benutzer: Student
Dark-Spektrum vorhanden: Nein
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB2+H04734
Integrationszeit (usec): 100000 (USB2+H04734)
Spektren Durchschnitt berechnet: 100 (USB2+H04734)
Boxcar Glättung: 0 (USB2+H04734)
Dunkelstromkorrektur: Ja (USB2+H04734)
Puls/Lampe aktiviert: Nein (USB2+H04734)
Correct for Detector Non-linearity: Nein (USB2+H04734)
Streulichtkorrektur: Nein (USB2+H04734)
Anzahl Pixel in verarbeitetem Spektrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
418,45	79,81
418,57	79,81
418,69	79,81
418,80	5,76
418,92	-9,43
419,04	-3,23
419,16	-28,63
419,28	-26,74
419,40	-34,47
419,52	-45,45
419,64	-28,82
419,75	-40,82
419,87	-41,70
419,99	-39,35
420,11	-23,64
420,23	-25,54
420,35	-11,35
420,47	0,56
420,58	-4,57
420,70	8,38
420,82	14,57
420,94	25,67
421,06	39,39
421,18	44,45
421,29	90,41
421,41	197,33
421,53	220,10
421,65	224,56
421,77	235,13
421,89	245,69
422,00	251,36
422,12	257,69
422,24	260,33
422,36	281,64
422,48	278,39
422,59	273,28
422,71	282,75
422,83	278,20
422,95	279,06
423,07	285,64
423,18	296,69
423,30	295,67
423,42	293,35
423,54	290,97
423,66	288,40
423,77	298,77
423,89	297,32
424,01	287,61
424,13	293,23
424,25	294,20
424,36	290,16
424,48	295,49
424,60	296,76
424,72	299,33
424,84	294,90
424,95	294,48
425,07	294,61
425,19	294,29
425,31	294,88
425,42	286,36
425,54	291,38
425,66	292,96
425,78	292,01
425,89	290,77
426,01	289,64
426,13	286,05
426,25	299,61
426,36	288,28
426,48	290,52
426,60	283,72
426,72	288,26
426,83	292,67
426,95	296,08
427,07	294,09
427,19	306,29
427,30	295,27
427,42	287,92
427,54	291,83
427,66	290,32
427,77	296,69
427,89	298,97
428,01	297,16
428,12	294,02
428,24	297,16
428,36	309,32
428,48	290,72
428,59	299,04
428,71	308,31
428,83	301,55
428,94	296,58
429,06	299,88
429,18	307,47
429,30	304,80
429,41	305,01
429,53	305,68
429,65	311,63
429,76	304,08
429,88	306,70
430,00	310,07
430,11	315,42
430,23	315,18
430,35	324,40
430,47	318,88
430,58	301,73
430,70	318,68
430,82	315,51
430,93	334,54
431,05	317,48
431,17	325,77
431,28	330,25
431,40	314,38
431,52	324,96
431,63	323,58
431,75	326,72
431,87	330,18
431,98	331,74
432,10	320,89
432,22	325,91
432,33	326,18
432,45	323,81
432,56	331,06
432,68	335,56
432,80	327,49
432,91	338,84
433,03	331,81
433,15	334,20
433,26	341,03
433,38	336,87
433,50	333,25
433,61	344,53
433,73	339,65
433,84	337,82
433,96	332,82
434,08	333,10
434,19	338,32
434,31	343,78
434,43	338,38
434,54	337,16
434,66	338,11
434,77	333,55
434,89	346,32
435,01	347,33
435,12	342,88
435,24	344,21
435,35	339,08
435,47	347,15
435,59	348,49
435,70	340,91
435,82	345,03
435,93	352,82
436,05	351,97
436,17	350,97
436,28	354,09
436,40	348,42
436,51	352,53
436,63	352,10
436,74	352,37
436,86	359,11
436,98	378,07
437,09	360,69
437,21	364,73
437,32	354,90
437,44	366,81
437,55	355,49
437,67	395,15
437,79	370,11
437,90	363,17
438,02	362,32
438,13	461,25
438,25	375,29
438,36	370,22
438,48	366,47
438,59	376,44
438,71	368,62
438,83	383,54
438,94	370,20
439,06	377,77
439,17	375,92
439,29	374,45
439,40	382,74
439,52	378,59
439,63	388,26
439,75	382,95
439,86	380,94
439,98	380,51
440,09	385,25
440,21	383,35
440,32	383,63
440,44	376,44
440,55	382,90
440,67	388,46
440,78	397,52
440,90	390,86
441,01	387,85
441,13	393,66
441,24	393,64
441,36	398,63
441,47	388,37
441,59	402,92
441,70	395,04
441,82	406,18
441,93	399,13
442,05	390,02
442,16	401,82
442,28	404,12
442,39	410,34
442,51	408,01
442,62	401,43
442,74	413,52
442,85	407,33
442,97	418,95
443,08	413,91
443,20	404,57
443,31	413,59
443,43	421,73
443,54	409,88
443,66	413,16
443,77	412,53
443,88	414,22
444,00	420,30
444,11	427,44
444,23	432,66
444,34	424,94
444,46	417,12
444,57	424,94
444,69	432,51
444,80	421,88
444,91	440,41
445,03	433,25
445,14	428,08
445,26	425,73
445,37	429,52
445,49	431,83
445,60	441,14
445,71	435,62
445,83	435,15
445,94	435,76
446,06	442,65
446,17	467,62
446,29	436,64
446,40	438,31
446,51	447,15
446,63	439,10
446,74	443,87
446,86	437,77
446,97	449,68
447,08	462,40
447,20	444,44
447,31	456,82
447,43	452,35
447,54	456,78
447,65	449,00
447,77	445,16
447,88	460,12
448,00	453,54
448,11	455,31
448,22	454,63
448,34	472,46
448,45	457,09
448,56	461,39
448,68	477,14
448,79	471,49
448,90	467,04
449,02	470,92
449,13	464,93
449,25	468,62
449,36	469,21
449,47	478,67
449,59	485,39
449,70	475,19
449,81	475,13
449,93	478,76
450,04	479,92
450,15	479,76
450,27	492,30
450,38	483,58
450,49	493,77
450,61	499,13
450,72	493,70
450,83	492,17
450,95	486,76
451,06	491,83
451,17	499,69
451,29	498,99
451,40	496,21
451,51	498,72
451,63	496,35
451,74	504,30
451,85	494,36
451,97	506,70
452,08	511,55
452,19	506,85
452,31	510,61
452,42	511,19
452,53	524,48
452,65	513,90
452,76	516,64
452,87	511,92
452,98	506,51
453,10	514,51
453,21	516,89
453,32	519,76
453,44	519,55
453,55	523,94
453,66	540,53
453,77	529,63
453,89	533,20
454,00	547,82
454,11	532,28
