SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Wed Apr 14 16:07:46 CEST 2021
Benutzer: Student
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB2+H04734
Integrationszeit (usec): 65000000 (USB2+H04734)
Spektren Durchschnitt berechnet: 5 (USB2+H04734)
Boxcar Glättung: 0 (USB2+H04734)
Dunkelstromkorrektur: Nein (USB2+H04734)
Puls/Lampe aktiviert: Nein (USB2+H04734)
Correct for Detector Non-linearity: Nein (USB2+H04734)
Streulichtkorrektur: Nein (USB2+H04734)
Anzahl Pixel in verarbeitetem Spektrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
418,45	-12,66
418,57	-12,66
418,69	-12,66
418,80	-51,98
418,92	-52,88
419,04	359,31
419,16	30,28
419,28	20,34
419,40	-3,62
419,52	114,35
419,64	169,04
419,75	86,33
419,87	-127,00
419,99	-117,51
420,11	-166,32
420,23	-93,10
420,35	61,02
420,47	-35,25
420,58	-38,42
420,70	-65,08
420,82	-47,91
420,94	107,12
421,06	-6,78
421,18	-88,59
421,29	-39,32
421,41	83,16
421,53	-40,68
421,65	-75,48
421,77	-114,80
421,89	-7,23
422,00	-92,20
422,12	91,75
422,24	159,09
422,36	-254,00
422,48	-68,25
422,59	-37,97
422,71	21,69
422,83	-88,59
422,95	53,33
423,07	80,90
423,18	139,66
423,30	234,12
423,42	72,31
423,54	60,56
423,66	3,62
423,77	277,05
423,89	192,99
424,01	37,06
424,13	102,60
424,25	161,35
424,36	5,42
424,48	11,75
424,60	-54,69
424,72	-246,32
424,84	46,55
424,95	53,78
425,07	66,44
425,19	95,82
425,31	-8,59
425,42	-53,78
425,54	-60,56
425,66	33,45
425,78	47,91
425,89	-144,63
426,01	-1,81
426,13	-91,75
426,25	111,18
426,36	-30,28
426,48	-108,02
426,60	-5,42
426,72	0,90
426,83	-120,22
426,95	94,91
427,07	-87,68
427,19	-54,69
427,30	214,68
427,42	113,44
427,54	8,14
427,66	74,12
427,77	-88,13
427,89	-56,50
428,01	15,82
428,12	-40,22
428,24	24,86
428,36	-36,61
428,48	-39,77
428,59	-39,32
428,71	-65,53
428,83	-82,26
428,94	35,25
429,06	42,48
429,18	79,55
429,30	27,12
429,41	30,73
429,53	-27,12
429,65	-105,76
429,76	110,28
429,88	78,19
430,00	-98,08
430,11	34,35
430,23	-18,53
430,35	40,22
430,47	-157,74
430,58	95,36
430,70	-34,35
430,82	5,88
430,93	-81,35
431,05	54,69
431,17	-127,45
431,28	43,84
431,40	-47,46
431,52	-62,37
431,63	80,00
431,75	-117,51
431,87	-2,26
431,98	131,97
432,10	31,64
432,22	9,94
432,33	-25,76
432,45	47,46
432,56	-98,53
432,68	-8,59
432,80	-156,38
432,91	-134,69
433,03	173,55
433,15	31,19
433,26	-147,34
433,38	-123,84
433,50	28,02
433,61	-142,82
433,73	-34,35
433,84	-37,97
433,96	-1,36
434,08	-28,47
434,19	97,62
434,31	-56,95
434,43	-123,39
434,54	-276,60
434,66	-75,03
434,77	-8,14
434,89	-52,88
435,01	-2,71
435,12	-21,24
435,24	15,37
