SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Wed Apr 14 15:16:05 CEST 2021
Benutzer: Student
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB2+H04734
Integrationszeit (usec): 65000000 (USB2+H04734)
Spektren Durchschnitt berechnet: 1 (USB2+H04734)
Boxcar Glättung: 0 (USB2+H04734)
Dunkelstromkorrektur: Nein (USB2+H04734)
Puls/Lampe aktiviert: Nein (USB2+H04734)
Correct for Detector Non-linearity: Nein (USB2+H04734)
Streulichtkorrektur: Nein (USB2+H04734)
Anzahl Pixel in verarbeitetem Spektrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
418,45	-49,72
418,57	-49,72
418,69	-49,72
418,80	-70,05
418,92	-40,68
419,04	1344,60
419,16	210,16
419,28	115,25
419,40	-20,34
419,52	76,83
419,64	915,23
419,75	112,99
419,87	221,46
419,99	198,86
420,11	284,74
420,23	126,55
420,35	503,94
420,47	266,66
420,58	185,31
420,70	92,65
420,82	-13,56
420,94	379,65
421,06	635,01
421,18	223,72
421,29	474,56
421,41	72,31
421,53	225,98
421,65	592,07
421,77	542,36
421,89	214,68
422,00	503,94
422,12	296,04
422,24	431,63
422,36	666,65
422,48	644,05
422,59	411,29
422,71	490,38
422,83	296,04
422,95	160,45
423,07	752,52
423,18	348,01
423,30	632,75
423,42	58,76
423,54	239,54
423,66	223,72
423,77	429,37
423,89	323,16
424,01	219,20
424,13	128,81
424,25	58,76
424,36	81,35
424,48	311,86
424,60	314,12
424,72	526,54
424,84	146,89
424,95	574,00
425,07	169,49
425,19	151,41
425,31	280,22
425,42	244,06
425,54	345,75
425,66	-2212,37
425,78	153,67
425,89	325,42
426,01	203,38
426,13	784,16
426,25	567,22
426,36	293,78
426,48	375,13
426,60	644,05
426,72	282,48
426,83	325,42
426,95	307,34
427,07	250,84
427,19	851,95
427,30	363,83
427,42	65,54
427,54	151,41
427,66	250,84
427,77	671,17
427,89	329,93
428,01	571,74
428,12	485,86
428,24	223,72
428,36	610,15
428,48	81,35
428,59	61,02
428,71	316,38
428,83	65,54
428,94	287,00
429,06	343,49
429,18	650,83
429,30	235,02
429,41	203,38
429,53	-36,16
429,65	612,41
429,76	128,81
429,88	225,98
430,00	338,97
430,11	662,13
430,23	223,72
430,35	535,58
430,47	212,42
430,58	212,42
430,70	648,57
430,82	298,30
430,93	763,82
431,05	352,53
431,17	253,10
431,28	499,42
431,40	174,01
431,52	806,76
431,63	221,46
431,75	24,86
431,87	664,39
431,98	363,83
432,10	336,71
432,22	348,01
432,33	564,96
432,45	436,15
432,56	289,26
432,68	404,51
432,80	253,10
432,91	725,40
433,03	232,76
433,15	515,24
433,26	119,77
433,38	359,31
433,50	185,31
433,61	745,74
433,73	601,11
433,84	338,97
433,96	289,26
434,08	277,96
434,19	253,10
434,31	325,42
434,43	334,45
434,54	393,21
434,66	70,05
434,77	164,97
434,89	512,98
435,01	422,59
435,12	4,52
435,24	214,68
435,35	219,20
435,47	192,09
435,59	250,84
435,70	363,83
435,82	248,58
435,93	424,85
436,05	164,97
436,17	327,68
436,28	210,16
436,40	316,38
436,51	264,40
436,63	293,78
436,74	467,78
436,86	596,59
436,98	1473,41
437,09	277,96
437,21	567,22
437,32	183,05
437,44	348,01
437,55	112,99
437,67	1229,35
437,79	915,23
437,90	465,52
438,02	268,92
438,13	456,49
438,25	368,35
438,36	549,14
438,48	219,20
438,59	481,34
438,71	433,89
438,83	442,93
438,94	126,55
439,06	544,62
439,17	571,74
439,29	135,59
439,40	205,64
439,52	289,26
439,63	472,30
439,75	287,00
439,86	266,66
439,98	146,89
440,09	370,61
440,21	745,74
440,32	350,27
440,44	239,54
440,55	192,09
440,67	196,60
440,78	467,78
440,90	155,93
441,01	397,73
441,13	153,67
441,24	368,35
441,36	259,88
441,47	289,26
441,59	-368,35
441,70	214,68
441,82	533,32
